Entity in USD,*** PLEASE DO NOT CHANGE ANY FORMULAS FOR BELOW TABLE !!!!!! ***,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,BU in USD,*** For Strategy Meeting Slides (in USD)***,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,,nan.1,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,in JPY,*** For Strategy Meeting Slides (in JPY)***,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54
Gross Profit,598343.3505008098,475399.63371120894,596027.6816030799,605737.3504901,649937.24380669,640878.0407779398,911738.153406761,808158.487892224,1355901.3566499,959816.1601299287,1009489.61345326,1498774.0872122692,,,,Gross Profit,598343.3505008097,475399.6337112086,596027.6816030801,605737.3504900999,649937.24380669,640878.0407779404,911738.1534067604,808158.4878922242,1355901.3566499,947731.9883991093,1009489.61345326,1498774.0872122692,,,,,,,,,,,Gross Profit,137966651.63977596,139708438.40953016,195365741.93325847,143506494.51644468,142922744.87003997,175972643.5449546,172752782.0819325,175803867.54673147,294970052.99514425,192263412.07041463,226373533.80462822,318896030.42560244,473040831.9825646,33885755.464,0
Staff Costs,178382.290606762,183669.45889407315,196106.53733832168,187495.36704172555,172259.97761231998,172676.60462023434,164399.527456744,174650.3739367699,171155.8376577,167009.43101080006,152948.4231561988,134310.2699076599,,,,Staff Costs,178382.290606762,183669.45889407315,196106.53733832168,187495.36704172555,172259.97761231998,172676.60462023434,164399.527456744,174650.3739367699,171155.8376577,167009.43101080006,152948.4231561988,134310.2699076599,,,,,,,,,,,Staff Costs,46469109.24080773,46221940.04605707,48403637.699999996,43605066.299999855,40857688.59999986,41534768,43485289.49999985,41467394.5,40317861,38041296,37748173.99999985,33829918.5,141094686.98686478,,
Direct SG&A,383956.79530820076,312578.02575478004,329271.84789122164,307943.2368579744,305720.70888371905,346312.2292265877,435844.0414006857,381129.242276969,621518.1057015357,586106.8764350951,723728.1275316812,911523.5408922593,,,,Direct SG&A,383956.79530820076,312578.02575478004,329271.84789122164,307943.2368579744,305720.70888371905,346312.2292265877,435844.0414006857,381129.242276969,621518.1057015357,586106.8764350951,723728.1275316812,911523.5408922593,,,,,,,,,,,Direct SG&A,100342211.99999999,94672899,110508678,91845532,83307115.67850196,117838436.40101069,95256268,103357716,148850371.4950667,119846350.96537223,151767809.40263197,187438014,305523789,,
Indirect SG&A,84494.63396815881,105369.30679254491,105308.26281645964,112567.20375216212,155312.11827559795,141093.88104178075,146796.33365089406,158484.6233722757,47629.372933911596,50393.132348361716,45223.37987908373,32764.736514634766,,,,Indirect SG&A,84494.63396815881,105369.30679254491,105308.26281645964,112567.20375216212,155312.11827559795,141093.88104178075,146796.33365089406,158484.6233722757,47629.372933911596,50393.132348361716,45223.37987908373,32764.736514634766,,,,,,,,,,,Indirect SG&A,32167896.50446267,38153887.6779166,38191231.51523108,35888474.94525737,50429872.76362672,47351808.079234615,51908481.7607332,56298697.158923365,49677598.601351336,45451392.52036593,57370150.227051206,44314417.018176615,108513015.69761035,,
Operating Profit b/f adj,-48490.36938231171,-126217.15773018915,-34658.96644292306,-2268.457161762053,16644.439035053016,-19204.67411066289,164698.25089843723,93894.24830620934,515598.0403567527,156306.7203356719,87589.6828862963,420175.5398977152,,,,Operating Profit b/f adj,-48490.36938231182,-126217.1577301895,-34658.96644292283,-2268.4571617621696,16644.439035053016,-19204.67411066231,164698.25089843664,93894.24830620957,515598.0403567527,144222.54860485252,87589.6828862963,420175.5398977152,,,,,,,,,,,Operating Profit b/f adj,-41012566.10549441,-39340288.31444353,-1737805.281972587,-27832578.728812546,-31671932.172088563,-30752368.935290694,-17897257.178800583,-25319940.112191886,56124221.898726225,-11075627.415323526,-20512599.825054795,53313680.90742582,-82090659.70191053,,
One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,One-time adjustment ( ie.yearly bonus reversal),,,,,,,,,,,,,0,,
Operating Profit,-48490.36938231171,-126217.15773018915,-34658.96644292306,-2268.457161762053,16644.439035053016,-19204.67411066289,164698.25089843723,93894.24830620934,515598.0403567527,156306.7203356719,87589.6828862963,420175.5398977152,,,,Operating Profit,-48490.36938231182,-126217.1577301895,-34658.96644292283,-2268.4571617621696,16644.439035053016,-19204.67411066231,164698.25089843664,93894.24830620957,515598.0403567527,144222.54860485252,87589.6828862963,420175.5398977152,,,,,,,,,,,Operating Profit,-41012566.10549441,-39340288.31444353,-1737805.281972587,-27832578.728812546,-31671932.172088563,-30752368.935290694,-17897257.178800583,-25319940.112191886,56124221.898726225,-11075627.415323526,-20512599.825054795,53313680.90742582,-82090659.70191053,,
Gross Profit %,0.5112064141009093,0.5938315689574677,3.760369877931852,0.7532141851710923,0.6808987350944321,0.6552821426901418,0.5673204366970307,0.5817705508145908,0.5804757380953689,0.5785495823714469,0.5698032020203889,0.6047607892611037,,,,Gross Profit %,0.8245001303110062,0.7861858364029216,0.7304799183275369,0.7532141851710922,0.6808987350944321,0.6552821426901422,0.5673204366970305,0.581770550814591,0.5804757380953689,0.5712655911254315,0.5698032020203889,0.6047607892611037,,0,0,,,,,,,,Gross Profit %,0.49178878678139526,0.6021014831405399,1.163116676789129,0.5975079580506789,0.628032985022673,0.5757100068319821,0.5485292307783143,0.5759400964434644,0.5755800111018559,0.5237863746863695,0.5578948703382567,0.5499718033695283,,0.6345787386489021,0
Operating Profit %,-0.04142870114560843,-0.15766047655350388,-0.21866523558382542,-0.002820750794564152,0.01743734120996888,-0.01963631018723189,0.10248192781426015,0.06759182681839276,0.22073298442306258,0.09421719650960243,0.049439717959884596,0.16954235685338745,,,,Operating Profit %,-0.06681835076980741,-0.20872994988209842,-0.04247735425383014,-0.0028207507945642966,0.01743734120996888,-0.019636310187231283,0.10248192781425983,0.06759182681839293,0.22073298442306258,0.08693320526358714,0.049439717959884596,0.16954235685338745,,,,,,,,,,,Operating Profit %,-0.1461912707751615,-0.1695448479058163,-0.010346083629979836,-0.11588456215569992,-0.13917321642233618,-0.10060908430527157,-0.05682784725674114,-0.0829490781611059,0.10951613540267983,-0.03017351387233582,-0.05055305727380716,0.0919453942207822,,,
GP Per Person,14843.546278859081,11674.174704573474,14698.586476031585,16426.92409848045,18968.654738803856,16175.007023407501,24615.957811648987,21258.750536420994,35829.80546690655,24882.096161536734,27806.819901493753,46543.29294249724,0,,,GP Per Person,13519.011791863692,10513.447362176148,12549.958577333962,13217.34401568427,14676.537262961001,13997.683161244631,21075.147855190364,18195.875942547103,31011.75093853744,21242.567688533338,22980.123073045706,38955.83206662438,0,,,,,,,,,,GP Per Person,2050024.5414528372,2015994.7822443051,2819130.4752273974,2197649.226898083,2279469.6151521537,2616693.584311594,2637447.054685992,2725641.357313667,4757581.499921686,3204390.2011735803,3902991.962148767,6132615.9697231315,0,,
OP Per Person,-1202.9364768621108,-3099.457899355535,-854.7217371867598,-61.51803844813209,485.7740041604621,-484.7033582944337,4446.67713051115,2469.9046430267404,13624.72085044952,4052.0664348474174,2412.6949943709947,13048.232824138462,0,,,OP Per Person,-1095.5948201356546,-2791.2883180846784,-729.7791807622002,-49.49831584199689,375.8558723120273,-419.4572544406355,3807.0579543107383,2114.050795103876,11792.596809142495,3232.6198634768466,1993.9003490790537,10921.117405494888,0,,,,,,,,,,OP Per Person,-609399.19919011,-567680.928058349,-25076.55529541975,-426226.3205024896,-505134.48440332664,-457284.29643554956,-273240.5676152761,-392557.2110417347,905229.3854633272,-184593.79025539226,-353665.51422508305,1025263.0943735747,0,,
Full-time HC,40.31000000000002,40.72233333333331,40.54999999999994,36.87466666666664,34.263749999999966,39.62149999999997,37.0385,38.01533333333339,37.84283333333333,38.574569999999945,36.30366999999994,32.20171999999994,,,,Full-time HC,44.25939999999984,45.21824453333326,47.492402299999995,45.828976666666605,44.28409999999991,45.7845797333332,43.2612933333333,44.4143766666666,43.72217999999991,44.6147566666666,43.928816666666606,38.473676666666606,,,,,,,,,,,Full-time HC,67.30000000000001,69.29999999999991,69.29999999999994,65.29999999999994,62.69999999999997,67.24999999999997,65.5,64.49999999999999,61.999999999999936,59.99999999999994,57.999999999999936,51.999999999999936,,,
Non Full-time HC,5.16411999999999,5.63437999999999,6.245296666666659,3.60627666666666,4.45508333333333,4.12419333333333,4.6270500000000006,4.79904333333332,4.27934666666666,4.44018666666666,6.1251466666666605,4.77195666666666,,,,Non Full-time HC,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Non Full-time HC,5.16411999999999,5.63437999999999,6.245296666666659,3.60627666666666,4.45508333333333,4.12419333333333,4.6270500000000006,4.79904333333332,4.27934666666666,4.44018666666666,6.1251466666666605,4.77195666666666,,,
Revenue MoM%,,-0.31602317570104677,-0.8020113455995045,4.073760907602952,0.1869243341859994,0.02460898758793273,0.6432159526739976,-0.13562319462671812,0.681509083724533,-0.2897627428772038,0.06789731883912364,0.3988642820019235,,,,Revenue MoM%,,-0.16675275403779888,0.34934971560316797,-0.014384070261287185,0.1869243341859994,0.024608987587933173,0.6432159526739962,-0.1356231946267178,0.6815090837245328,-0.2897627428772036,0.06789731883912342,0.3988642820019235,,,,,,,,,,,Revenue MoM%,,-0.1729011076880601,-0.2761106505070632,0.4298903449604863,-0.05247422563489346,0.34314371923990183,0.030347909770943815,-0.030772259154291937,0.6788856334812576,-0.28374077984720525,0.10542894898719313,0.42901045724611486,,,
GP MoM%,,-0.20547352400038832,0.2537403046573421,0.01629063412106113,0.07296874343447368,-0.013938581170837794,0.42263909105082353,-0.11360681257826688,0.6777666472157662,-0.2921194779969841,0.05175309125510785,0.48468500045806895,,,,GP MoM%,,-0.20547352400038876,0.25374030465734343,0.016290634121060465,0.0729687434344739,-0.013938581170836906,0.4226390910508213,-0.11360681257826599,0.6777666472157657,-0.3010317573981025,0.06516359668145255,0.48468500045806895,,,,,,,,,,,GP MoM%,,0.012624694076811549,0.39838183117170733,-0.2654469862711658,-0.0040677576884008415,0.2312431006343112,-0.018297511466318084,0.017661570644644797,0.6778359720484335,-0.3481934517821047,0.17741348375592692,0.40871605026418756,,,
Staff Cost MoM%,,0.02963953579319467,0.06771446118007729,-0.0439106743378993,-0.08125741808870968,0.002418594346111025,-0.04793398145448846,0.06235326000388319,-0.020008753490187492,-0.024225914252439695,-0.08419289718849443,-0.121859074215526,,,,Staff Cost MoM%,,0.02963953579319467,0.06771446118007729,-0.0439106743378993,-0.08125741808870968,0.002418594346111025,-0.04793398145448846,0.06235326000388319,-0.020008753490187492,-0.024225914252439695,-0.08419289718849443,-0.121859074215526,,,,,,,,,,,Staff Cost MoM%,,-0.005319000058077394,0.04720047777676606,-0.0991365861743928,-0.06300592873998234,0.01657165207334188,0.046961174792161,-0.04640408338548274,-0.027721382398404604,-0.05646542111943886,-0.007705363140103061,-0.10379986857112256,,,
Other SG&A MoM%,,-0.10781074316936301,0.03979634959979794,-0.03237531987976483,0.09636475729445593,0.05720478359762815,0.19538996901531402,-0.0738474559002642,0.24004871118415805,-0.048789647864423746,0.20809347494034247,0.2280205816703944,,,,Other SG&A MoM%,,-0.10781074316936301,0.03979634959979794,-0.03237531987976483,0.09636475729445593,0.05720478359762815,0.19538996901531402,-0.0738474559002642,0.24004871118415805,-0.048789647864423746,0.20809347494034247,0.2280205816703944,,,,,,,,,,,Other SG&A MoM%,,0.0023898416281447066,0.1195024229247088,-0.1409947231193588,0.04699595386093236,0.23518741078671157,-0.10911960797822862,0.08488217061830139,0.2434700627954205,-0.16738309767908832,0.26521968914673977,0.10813183521794167,,,
