科目,Account Number,Account (Line): Name,Type,Subsidiary,Date,Document Number,Transaction Number,Vendor Name,JE Name,Split,Memo,Description,Department,Class: Name,Cost Items,Nature,Amount,Type.1,Irregular?,Entity Level Dept,Month (YYMM),BU Level Dept,Unnamed: 23
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-01,5327714765,VENDBILL384973,VEN0026369 Google Japan G.K.,,80011 - Accounts Payable : Non-trade Creditors,google,[JP] BCM_Waterpik,D2C Anylogi,waterpik,Advertising and marketing events,,6995.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-01,5327714765,VENDBILL384973,VEN0026369 Google Japan G.K.,,80011 - Accounts Payable : Non-trade Creditors,google,[JP] BCM_藤田金属,Brand Commerce & Marketing,BC,Advertising and marketing events,,352739.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,D2C Solutions,Advanced Clinicals,Advertising and marketing events,,304965.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,D2C Solutions,waterpik,Advertising and marketing events,,340060.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,Brand Commerce & Marketing,BC,Advertising and marketing events,,363973.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,D2C Solutions,forencos,Advertising and marketing events,,163502.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202507-WTP,VENDBILL388235,VEN0047062 アマゾンジャパン合同会社,,80010 - Accounts Payable : Trade Creditors,waterpik Amazon広告費用 7月分,Waterpik Amazon広告費用,D2C Anylogi,waterpik,Advertising and marketing events,,6841399.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202507,VENDBILL388246,VEN0022731 株式会社ダイニチ・コーポレーション,,80010 - Accounts Payable : Trade Creditors,2025年7月_EC広告費,2025年7月EC広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,6725745.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202506-Forencos,VENDBILL384459,VEN0047062 アマゾンジャパン合同会社,,80010 - Accounts Payable : Trade Creditors,FORENCOS Amazon広告費用 6月分,FORENCOS Amazon広告費用,D2C Anylogi,forencos,Advertising and marketing events,,172612.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202507-Amazon,VENDBILL388248,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年7月Amazon売上,2025年7月Amazon売上,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,439854.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202506-WTP,VENDBILL384458,VEN0047062 アマゾンジャパン合同会社,,80010 - Accounts Payable : Trade Creditors,waterpik Amazon広告費用 6月分,Waterpik Amazon広告費用,D2C Anylogi,waterpik,Advertising and marketing events,,1395043.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202507,VENDBILL388238,VEN0055883 株式会社ＢＭＬフード・サイエンス,,80011 - Accounts Payable : Non-trade Creditors,AVC什器_薬事法・景表法チェック,AVC什器_薬事法・景表法チェック,D2C Solutions,Advanced Clinicals,Advertising and marketing events,,30000.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,RC250022132101-1,VENDBILL388551,VEN0052042 株式会社オプト,,80010 - Accounts Payable : Trade Creditors,Metaの広告費,BM【販管費】,Brand Commerce & Marketing,BC,Advertising and marketing events,,582039.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202507-Forencos,VENDBILL388236,VEN0047062 アマゾンジャパン合同会社,,80010 - Accounts Payable : Trade Creditors,FORENCOS Amazon広告費用 7月分,FORENCOS Amazon広告費用,D2C Anylogi,forencos,Advertising and marketing events,,271788.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202507,VENDBILL388247,VEN0030589 藤田金属株式会社,,80010 - Accounts Payable : Trade Creditors,2025年7月_EC広告費,2025年7月_EC広告費,Brand Commerce & Marketing,BC_AM,Advertising and marketing events,,399266.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41020.0,Advertising and Marketing Events,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022186,JOURNAL229701,,,- Split -,Upsider_Yahoo_利用分_2025.07,Upsider_Yahoo分配_BC分_2025.07,Brand Commerce & Marketing,BC,Advertising and marketing events,,13012.0,Local,,D2C,2025-07-01,BC,
広告宣伝費,41030.0,Promotional Giveaway,Inventory Adjustment,AnyMind Japan Inc,2025-07-31,INVADAJP0000975,INVADJST1813,,,64010 - Inventory : Inventory : D2C CR,202507-GIFT／Waterpik・AVC・FRC,202507-GIFT／Waterpik・AVC・FRC,- No Department -,- No Class -,Advertising and marketing events,,1152494.0,Local,,D2C,2025-07-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,Brand Commerce & Marketing,BC,Transportation & Accommodation,,36909.0,Local,,D2C,2025-07-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-07-31,AJP_ExpenseClaim_202507,VENDBILL381984,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202507,交通費　5月,D2C Solutions,BC,Transportation & Accommodation,,10364.0,Local,,D2C,2025-07-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-07-31,AJP_ExpenseClaim_202507,VENDBILL381984,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202507,ETC 利用料,D2C Solutions,BC,Transportation & Accommodation,,3300.0,Local,,D2C,2025-07-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-07-31,AJP_ExpenseClaim_202507,VENDBILL381984,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202507,交通費６ー７月,D2C Solutions,BC,Transportation & Accommodation,,9300.0,Local,,D2C,2025-07-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-07-31,AJP_ExpenseClaim_202507,VENDBILL381984,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202507,往訪交通費,D2C Solutions,BC,Transportation & Accommodation,,18312.0,Local,,D2C,2025-07-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-07-31,AJP_ExpenseClaim_202507,VENDBILL381984,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202507,交通費2025年5月,D2C Solutions,BC,Transportation & Accommodation,,2302.0,Local,,D2C,2025-07-01,BC,
交通費および宿泊費,41310.0,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-07-31,AJP_ExpenseClaim_202507,VENDBILL381984,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202507,交通費2025年4月,D2C Solutions,BC,Transportation & Accommodation,,5123.0,Local,,D2C,2025-07-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,D2C Solutions,AnyLogi,IT expenses,,349330.0,Local,,D2C,2025-07-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,D2C Solutions,forencos,IT expenses,,3264.0,Local,,D2C,2025-07-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,D2C Solutions,waterpik,IT expenses,,8683.0,Local,,D2C,2025-07-01,BC,
一般管理費,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,Brand Commerce & Marketing,BC,IT expenses,,4434.0,Local,,D2C,2025-07-01,BC,
一般管理費,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-07-30,UPSIDER_D2C_202507,VENDBILL388454,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_D2C_202507,,D2C Solutions,Advanced Clinicals,IT expenses,,3264.0,Local,,D2C,2025-07-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202507-外販,VENDBILL388006,VEN0015047 株式会社ロジレス,,80010 - Accounts Payable : Trade Creditors,7月外販ブランド利用分,7月外販ブランド利用分,D2C Anylogi,AnyLogi,IT expenses,,1694965.0,Local,,D2C,2025-07-01,BC,
IT費用,41430.0,Online Utilities and Software License Fees,Bill,AnyMind Japan Inc,2025-07-31,AnyLogi-202506-差分-外販,VENDBILL388234,VEN0015047 株式会社ロジレス,,80010 - Accounts Payable : Trade Creditors,6月外販ブランド利用分（差分）,6月外販ブランド利用分,D2C Anylogi,AnyLogi,IT expenses,,2727.0,Local,,D2C,2025-07-01,BC,
一般管理費,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-04,JEAJP0021970,JOURNAL226616,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_Forecos_0704,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,301921.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-04,JEAJP0021964,JOURNAL226607,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_ADVANCED CLINICALS_7/4,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,266.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-04,JEAJP0021966,JOURNAL226609,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_forencos_7/4,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,106.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-11,JEAJP0021965,JOURNAL226608,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_ADVANCED CLINICALS_7/11,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,369.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-11,JEAJP0021967,JOURNAL226610,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_forencos_7/11,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,125.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-14,JEAJP0021995,JOURNAL227324,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_0714,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,2654860.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-14,JEAJP0021994,JOURNAL227323,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_waterpik_0714,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,674636.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-15,JEAJP0022043,JOURNAL227903,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0715,Anys Store 後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,455.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-17,JEAJP0022195,JOURNAL229755,CUS0013359 D2C_TikTok,CUS0013359 D2C_TikTok,- Split -,TikTok入金_ADVANCED CLINICALS_07/17,TikTok入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,78.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-18,JEAJP0022197,JOURNAL229766,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_forencos_7/18,shopify入金_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,160.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-18,JEAJP0022010,JOURNAL227718,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_Forecos_0718,Amazon入金(mizuho)_Forecos_支出,D2C Anylogi,forencos,IT expenses,,402955.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-22,JEAJP0022032,JOURNAL227827,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,paidy payout_2025年6月分(7月入金)_waterpik,paidy_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,1031.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-23,JEAJP0022196,JOURNAL229758,CUS0013359 D2C_TikTok,CUS0013359 D2C_TikTok,- Split -,TikTok入金_Forencos_07/23,TikTok入金_Forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,992.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-25,JEAJP0022198,JOURNAL229767,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_ADVANCED CLINICALS_7/25,shopify入金_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,351.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-28,JEAJP0022062,JOURNAL228267,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_waterpik_0728,Amazon_waterpik_支出,D2C Anylogi,waterpik,IT expenses,,2914906.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-28,JEAJP0022061,JOURNAL228266,CUS0008628 D2C_Amazon,CUS0008628 D2C_Amazon,- Split -,Amazon入金(mizuho)_ADVANCED CLINICALS_0728,Amazon入金(mizuho)_ADVANCED CLINICALS_支出,D2C Anylogi,Advanced Clinicals,IT expenses,,3514255.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-30,JEAJP0022199,JOURNAL229768,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,shopify入金_waterpik_0730,shopify入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,4255.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,forencos_システム利用料_広告掲載料,D2C Anylogi,forencos,IT expenses,,426097.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022152,JOURNAL229634,CUS0008627 D2C_Qoo10,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_The Breath co_0731,Qoo10_The Breath co_決済手数料,D2C Anylogi,The Breath Co,IT expenses,,55940.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,forencos_ポイント付与料,D2C Anylogi,forencos,IT expenses,,2729.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022110,JOURNAL228428,CUS0008627 D2C_Qoo10,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_ADVANCED CLINICALS_0731,Qoo10_ADVANCED CLINICALS_決済手数料,D2C Anylogi,Advanced Clinicals,IT expenses,,696505.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,Anys Store_システム利用料_広告掲載料,D2C Anylogi,Advanced Clinicals,IT expenses,,86878.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,Anys Store_ポイント付与料,D2C Anylogi,Advanced Clinicals,IT expenses,,2392.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,waterpik_ポイント付与料,D2C Anylogi,waterpik,IT expenses,,12864.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,waterpik_後払い決済手数料控除,D2C Anylogi,waterpik,IT expenses,,227.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022072,JOURNAL228387,CUS0005406 D2C_shopify,CUS0005406 D2C_shopify,- Split -,komoju入金_waterpik_07/31,komoju入金_waterpik_決済手数料,D2C Anylogi,waterpik,IT expenses,,5535.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,waterpik_システム利用料_広告掲載料_後払い手数料,D2C Anylogi,waterpik,IT expenses,,425465.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022112,JOURNAL228430,CUS0008627 D2C_Qoo10,CUS0008627 D2C_Qoo10,- Split -,ebay入金_Qoo10_forencos_0731,Qoo10_forencos_決済手数料,D2C Anylogi,forencos,IT expenses,,153260.0,Local,,D2C,2025-07-01,BC,
IT費用,41500.0,E-Commerce Usage Fees,Journal,AnyMind Japan Inc,2025-07-31,JEAJP0022046,JOURNAL227939,CUS0008629 D2C_Rakuten,CUS0008629 D2C_Rakuten,- Split -,Rakuten_payout_0731,Anys Store_後払い決済手数料控除,D2C Anylogi,Advanced Clinicals,IT expenses,,682.0,Local,,D2C,2025-07-01,BC,
業務委託費,42610.0,Other Outsourced Services - recurring service,Bill,AnyMind Japan Inc,2025-07-16,AnyLogi-202507,VENDBILL379784,VEN0059470 XUE YU,,80011 - Accounts Payable : Non-trade Creditors,BASE FOOD　カスタマーサービス費用 (6月分）9日分×37.5H,カスタマーサービス費用 (6月分）8日分37.5H,D2C Anylogi,Crossborder,Other outsourced services,Outsourced - Long term,40124.0,Regional,,D2C,2025-07-01,BC,
