account_code,account_name,type,subsidiary,trandate,tranid,vendor,body_memo,line_memo,department,class,consolidation_classification,amount_functional,type_managerial report,irregular,dept_mgr_report,posting_period,bu_jp_mgr_report,d2c_platform_related,pokkt_sga_allocation_key
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0022_,VEN0063523 眞由子村田,,,Brand Commerce & Marketing,PM,Advertising and marketing events,6997,Local,,,2025-11-01,,,
48100,Office Expenses,VendBill,AnyMind Japan Inc,2025-11-01,1000014074,VEN0026489 アドワー株式会社,防犯カメラ月額利用料,防犯カメラ月額利用料,Administration,Not Applicable,General expenses,3000,Local,,,2025-11-01,,,
41210,Research Expenses,VendBill,AnyMind Japan Inc,2025-11-01,A010019952,VEN0011189 株式会社帝国データバンク,AJP-販管費-202511027_引落,TDB_COSMOSNET,Finance,Not Applicable,Research and development,29400,Local,,,2025-11-01,,,
48160,"Postage, Freight and Courier",VendBill,AnyMind Japan Inc,2025-11-01,2025-010220-1022362-00,VEN0017807 日本郵便株式会社,20251120口座振替,口座振替,Administration,Not Applicable,General expenses,13609,Local,,,2025-11-01,,,
48100,Office Expenses,VendBill,AnyMind Japan Inc,2025-11-01,2025943814-00,VEN0000331 森ビル株式会社,看板作製　　（口座振替）251125,看板作製　（口座振替）,Administration,Not Applicable,General expenses,2000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0023_,VEN0067355 智美斎藤,,,Brand Commerce & Marketing,PM,Advertising and marketing events,6997,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0024_,VEN0069336 風花新田,,,Brand Commerce & Marketing,PM,Advertising and marketing events,6997,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0025_,VEN0064981 彩香古口,,,Brand Commerce & Marketing,PM,Advertising and marketing events,6997,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0026_,VEN0064145 風歌堀川,,,Brand Commerce & Marketing,PM,Advertising and marketing events,6997,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0027_,VEN0063949 日香菅原,,,Brand Commerce & Marketing,PM,Advertising and marketing events,6997,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0029_,VEN0069003 真弥辻本,,,Brand Commerce & Marketing,PM,Advertising and marketing events,29988,Local,,,2025-11-01,,,
42620,Other Outsourced Services - non-recurring service,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_法人_0030_,VEN0041044 株式会社picchu.,,ほのぴす(交通費),Brand Commerce & Marketing,PM,Other outsourced services,30000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0031_,VEN0046633 麻美阿部,,カメラマン,Brand Commerce & Marketing,PM,Advertising and marketing events,90000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_法人_0152_,VEN0070937 株式会社ワールド,,,Brand Commerce & Marketing,PM,Advertising and marketing events,1196000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0154_,VEN0069006 朋美松村,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0155_,VEN0036256 ひとみ　いずみ,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0156_,VEN0067708 琴美上野,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0157_,VEN0021539 青空都築,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0158_,VEN0052892 清美山崎,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0159_,VEN0068999 詩寿香中嶋,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0160_,VEN0068127 夏実齊藤,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0161_,VEN0064442 愛赤嶺,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0162_,VEN0067550 理子中村,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0163_,VEN0061739 笑里山口,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0164_,VEN0052867 文前田,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0165_,VEN0067083 奈緒美大矢,,,Brand Commerce & Marketing,PM,Advertising and marketing events,3000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0166_,VEN0067556 千賀西山,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0167_,VEN0052979 千紗奥村,,,Brand Commerce & Marketing,PM,Advertising and marketing events,2999,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0168_,VEN0067997 月杜大澤,,,Brand Commerce & Marketing,PM,Advertising and marketing events,96900,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_法人_0178_,VEN0030818 株式会社山元,,,Brand Commerce & Marketing,PM,Advertising and marketing events,320500,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_法人_0179_,VEN0066552 CATS株式会社,,,Brand Commerce & Marketing,PM,IT expenses,65000,Local,,,2025-11-01,,,
42010,Accounting and Professional Fees,VendBill,FourM Inc,2025-11-01,20251100768(251001-1231),VEN0071253 株式会社顧問名鑑,,2025年10月分 顧問紹介報酬(千葉均⽒分),Administration,Not Applicable,Accounting and professional fee,1980000,Local,,,2025-11-01,,,
42010,Accounting and Professional Fees,VendBill,FourM Inc,2025-11-01,20251100768(251001-1231),VEN0071253 株式会社顧問名鑑,,2025年11月分 顧問紹介報酬(千葉均⽒分),Administration,Not Applicable,Accounting and professional fee,470000,Local,,,2025-11-01,,,
42010,Accounting and Professional Fees,VendBill,FourM Inc,2025-11-01,20251100768(251001-1231),VEN0071253 株式会社顧問名鑑,,2025年12月分 顧問紹介報酬(千葉均⽒分),Administration,Not Applicable,Accounting and professional fee,470000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,Journal,AnyMind Japan Inc,2025-11-01,JEAJP0023404,,BC SGA広告費見積計上_2510,BC SGA広告費見積計上_2510,D2C Solutions,BC_AM,Advertising and marketing events,-8617906,Local,,,2025-11-01,,,
48110,Telephone and Internet,VendBill,AnyMind Japan Inc,2025-11-01,3693261,VEN0017579 INVITEコミュニケーションズ株式会社,Colt Internet,月額料・初期費用等,Administration,Not Applicable,Telephone & Internet,807240,Local,,,2025-11-01,,,
48060,Employee Welfare,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0059914 株式会社シャトク,社宅制度導入費用※水谷さん承認済み,社宅制度導入費用月額費用,Administration,Not Applicable,General expenses,27273,Local,,,2025-11-01,,,
48060,Employee Welfare,VendBill,AnyMind Japan Inc,2025-11-01,251101,VEN0059914 株式会社シャトク,社宅制度導入費用※水谷さん承認済み,社宅制度導入費用月額費用,Administration,Not Applicable,General expenses,522000,Local,,,2025-11-01,,,
48050,Recruitment,VendBill,AnyMind Japan Inc,2025-11-01,C715373634011,VEN0000845 株式会社ビズリーチ,スカウト購入費用（中途）,中途・DX&AI事業部・成果報酬Fee,Brand Commerce & Marketing,BC,Recruitment,700000,Local,,,2025-11-01,,,
42620,Other Outsourced Services - non-recurring service,VendBill,FourM Inc,2025-11-01,251031,VEN0065816 寛太渡邊,源泉あり,2025年10月分 業務委託料,Publisher Growth,AnyManager,Other outsourced services,150000,Local,,,2025-11-01,,,
42620,Other Outsourced Services - non-recurring service,VendBill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_法人_0004_,VEN0035391 株式会社サニーサイドアップ,,iHerb9月稼働費用,Brand Commerce & Marketing,BD,Other outsourced services,500000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_個人_0008_,VEN0070481 楠之胡,,焦がしのなーこ,Brand Commerce & Marketing,BD,Advertising and marketing events,120000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_個人_0009_,VEN0070888 美帆若本,,みいコマース,Brand Commerce & Marketing,BD,Advertising and marketing events,119952,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_法人_0014_,VEN0024188 株式会社スターダストプロモーション,,BUDDiiS,Brand Commerce & Marketing,BD,Advertising and marketing events,11000000,Local,,,2025-11-01,,,
42610,Other Outsourced Services - recurring service,VendBill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_法人_0018_,VEN0011899 イー・ガーディアン株式会社,,,Brand Commerce & Marketing,BD,Other outsourced services,507750,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_法人_0026_,VEN0048016 アイブリッジ株式会社 (AnyMind),,APで使用している調査ツールの使用費,Brand Commerce & Marketing,BD,IT expenses,355000,Local,,,2025-11-01,,,
41430,Online Utilities and Software License Fees,VendBill,AnyMind Japan Inc,2025-11-01,AJP_IM_202510_法人_0027_,VEN0050123 マネーフォワードケッサイ株式会社,,APで使用している調査ツールの使用費,Brand Commerce & Marketing,BD,IT expenses,200000,Local,,,2025-11-01,,,
42620,Other Outsourced Services - non-recurring service,VendBill,AnyMind Japan Inc,2025-11-01,AJP_SGA_202510_法人_0067_,VEN0059456 株式会社Rek,,業務委託費,Brand Commerce & Marketing,BD,Other outsourced services,508387,Local,,,2025-11-01,,,
48110,Telephone and Internet,VendBill,AnyMind Japan Inc,2025-11-01,251001,VEN0000332 ソフトバンク株式会社,Softbank_携帯_10月利用分,会社全体　10%課税対象,Administration,Not Applicable,Telephone & Internet,796,Local,,,2025-11-01,,,
48110,Telephone and Internet,VendBill,AnyMind Japan Inc,2025-11-01,251001,VEN0000332 ソフトバンク株式会社,Softbank_携帯_10月利用分,会社全体　非課税対象,Administration,Not Applicable,Telephone & Internet,896,Local,,,2025-11-01,,,
48060,Employee Welfare,VendBill,AnyMind Japan Inc,2025-11-01,2812491003-1,VEN0006183 サントリービバレッジソリューション株式会社,water server,water server,Administration,Not Applicable,General expenses,1768148,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070204_2025/11,VEN0070204 トップスタージャパン株式会社,,POP UP購入者特典,D2C Solutions,046 Lantinam,Advertising and marketing events,161000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070209_2025/11,VEN0070209 蓮大郎芦名,,ルック撮影,D2C Solutions,130 Type Shade,Advertising and marketing events,25500,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070177_2025/11,VEN0070177 翔万萩野,,ルック撮影,D2C Solutions,130 Type Shade,Advertising and marketing events,25500,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070178_2025/11,VEN0070178 絵音鈴木,,ルック撮影,D2C Solutions,130 Type Shade,Advertising and marketing events,25500,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0070179_2025/11,VEN0070179 勝暉藤井,,ルック撮影,D2C Solutions,130 Type Shade,Advertising and marketing events,30600,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0002829_2025/11,VEN0002829 ラクスル株式会社,,梱包資材,D2C Solutions,126 TAJEN:T,Advertising and marketing events,55300,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0059004_2025/11,VEN0059004 株式会社アプトプランニング,,POPUP会場費,D2C Solutions,047 N WITH.,Advertising and marketing events,120000,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0049114_2025/11,VEN0049114 株式会社誠勝,,原画スキャン,D2C Solutions,073 etrarium,Advertising and marketing events,27500,Local,,,2025-11-01,,,
48180,Bank Fees,Journal,AnyMind Japan Inc,2025-11-01,JEAJP0023406,CUS0009921 パルファン・クリスチャン・ディオール・ジャポン株式会社,250731bankfee_CUS0009921 パルファン・クリスチャン・ディオール・ジャポン株式会社,250731bankfee_CUS0009921 パルファン・クリスチャン・ディオール,,,General expenses,600,Local,,,2025-11-01,,,
48160,"Postage, Freight and Courier",VendBill,AnyMind Japan Inc,2025-11-01,D2C_VEN0016358_2025/11,VEN0016358 フェデラルエクスプレスジャパン合同会社,,関税,D2C Solutions,089 AMATERAS,General expenses,14960,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendCred,AnyMind Japan Inc,2025-11-01,AJP_PM_202510_個人_0168_,VEN0067997 月杜大澤,個人から法人へ変更のため,,Brand Commerce & Marketing,PM,Advertising and marketing events,-96900,Local,,,2025-11-01,,,
41020,Advertising and Marketing Events for AnyMind Branding,VendBill,AnyMind Japan Inc,2025-11-01,B0413664-1,VEN0028977 株式会社日本経済社,日本経済社基本料と情報料,日本経済社基本料と情報料,Communications,Not Applicable,Advertising and marketing events,13480,Local,,,2025-11-01,,,
48120,Utilities,VendBill,AnyMind Japan Inc,2025-11-01,2025454425-00,VEN0000331 森ビル株式会社,六本木ヒルズ森タワー31F30F（口座振替）,六本木ヒルズ森タワー31F_2025/10　電気使用量,Administration,Not Applicable,General expenses,346540,Local,,,2025-11-01,,,
48120,Utilities,VendBill,AnyMind Japan Inc,2025-11-01,2025454425-00,VEN0000331 森ビル株式会社,六本木ヒルズ森タワー31F30F（口座振替）,六本木ヒルズ森タワー31F_2025/10　冷却水使用量,Administration,Not Applicable,General expenses,10700,Local,,,2025-11-01,,,
48120,Utilities,VendBill,AnyMind Japan Inc,2025-11-01,2025454425-00,VEN0000331 森ビル株式会社,六本木ヒルズ森タワー31F30F（口座振替）,六本木ヒルズ森タワー31F_2025/10 空調延長料,Administration,Not Applicable,General expenses,649680,Local,,,2025-11-01,,,
48090,Cleaning,VendBill,AnyMind Japan Inc,2025-11-01,2025454425-00,VEN0000331 森ビル株式会社,六本木ヒルズ森タワー31F30F（口座振替）,六本木ヒルズ森タワー30F_2025/11　貸室内清掃費,Administration,Not Applicable,General expenses,349844,Local,,,2025-11-01,,,
48120,Utilities,VendBill,AnyMind Japan Inc,2025-11-01,2025454425-00,VEN0000331 森ビル株式会社,六本木ヒルズ森タワー31F30F（口座振替）,六本木ヒルズ森タワー30F_2025/10　電気使用量,Administration,Not Applicable,General expenses,446693,Local,,,2025-11-01,,,
48120,Utilities,VendBill,AnyMind Japan Inc,2025-11-01,2025454425-00,VEN0000331 森ビル株式会社,六本木ヒルズ森タワー31F30F（口座振替）,六本木ヒルズ森タワー30F_2025/10　冷却水使用量,Administration,Not Applicable,General expenses,54300,Local,,,2025-11-01,,,
