Unnamed: 0,Profitability by Entity Department,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242
,Corporate Cost Allocation,FTE,0,229488.63793848874,156956.9973283124,21103.226665385173,206922.5676966765,0,0,0,0,0,0,0,0,0,0,0,0,0,-614471.4296288628,0,0,301099.1080439883,187428.30571160925,24896.408224210918,251197.9472327441,0,0,0,0,0,0,0,0,0,0,0,0,0,-764621.7692125526,0,0,335335.4513325026,187213.39879887277,25587.906251752982,254503.31151897873,0,0,0,0,0,0,0,0,0,0,0,0,0,-802640.067902107,0,0,401031.203822736,208762.0219586191,27098.431742923654,244775.1900556312,0,0,0,0,0,0,0,0,0,0,0,0,0,-881666.8475799101,0,0,566204.26790245,311406.8961952118,42421.76145407559,351317.1871141673,0,0,0,0,0,0,0,0,0,0,0,0,0,-1271350.1126659047,0,0,487439.4153062292,289895.7722386907,28355.209391867607,328515.9535378716,0,0,0,0,0,0,0,0,0,0,0,0,0,-1134206.3504746591,0,0,533228.1095691833,308715.87823934236,31339.66545342445,354460.18221207237,0,0,0,0,0,0,0,0,0,0,0,0,0,-1227743.8354740224,0,0,581594.3461364129,316341.21090883145,34184.79038246129,378542.3059311121,0,0,0,0,0,0,0,0,0,0,0,0,0,-1310662.6533588176,0,0,519725.10180204845,298814.4263635065,27558.065398232553,336081.37393779214,0,0,0,0,0,0,0,0,0,0,0,0,0,-1182178.9675015798,0,0,515238.67620408686,273708.73640872905,24423.204723816252,303072.6124093513,0,0,0,0,0,0,0,0,0,0,0,0,0,-1116443.2297459834,0,0,651367.7843878369,351277.16165944,27569.194785012125,369990.9991427963,0,0,0,0,0,0,0,0,0,0,0,0,0,-1400205.1399750856,0,0,537533.4791572689,293629.51968377025,23083.490169561715,283234.71008333546,0,0,0,0,0,0,0,0,0,0,0,0,0,-1137481.1990939362,0
,Operating Profit (After Corp Allocation),,8200.02195033,249514.78274877724,309036.3389297456,304677.2718067807,-263816.6124788817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607611.8029567519,2593.37463644999,259654.91945570376,24179.131956579804,250943.25714157507,-259008.9836075162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278361.69958279247,2733.31412877999,456830.5119569657,457740.1046094562,264018.8562163195,-11580.595374642813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169742.1915368787,-1649.73959653,462669.22629866604,247988.72439475,118308.44945944147,-189830.4332651421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637486.2272911854,2210.8417601588,295006.807856765,60957.00101673836,31607.467242333238,-220640.93188024632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169141.18599574902,9951.1970106737,271445.93799443083,122239.00313581823,385343.5775757503,-213352.8626281917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575626.8530884814,8530.4013567948,-81053.15221338323,208985.46755522664,33793.44525640364,-122212.4944808706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48043.66747417126,-10823.2793767922,133759.45057925791,193384.04163849854,-13703.512333207487,-170246.71972515812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132369.98078259866,6506.79926469,537628.0432714324,294026.3322827634,611947.5914086255,379694.39220035775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829803.158427869,-2611.1534774866,-97783.70761363686,338223.75117248105,-42173.20277439921,-73852.94814302225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121802.73916393612,-9796.87352086829,-462135.708297982,180170.31325292902,-241793.83224409603,-132289.65366574522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-665845.7544757626,10916.8829244569,360710.16060033126,622533.8036469099,715291.3723447784,340753.3252461936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050205.54476267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Irregular Expense,Local,0,0,16477.05367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16477.05367,0,0,16864.429315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16864.429315,0,0,17069.631080000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17069.631080000003,0,0,17470.55706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17470.55706,0,0,17844.561675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17844.561675,0,0,17771.097855000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17771.097855000004,0,0,17491.356440000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17491.356440000003,0,0,43557.83384716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43557.83384716,0,0,-9168.04354675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9168.04354675,0,0,4360.91124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4360.91124,0,0,4217.770259999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217.770259999999,0,0,6391.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138415.48875,144806.96875
,Operating Profit (After Irregular Expense),,8200.02195033,249514.78274877724,292559.2852597456,304677.2718067807,-263816.6124788817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591134.7492867518,2593.37463644999,259654.91945570376,7314.702641579803,250943.25714157507,-259008.9836075162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261497.27026779237,2733.31412877999,456830.5119569657,440670.4735294562,264018.8562163195,-11580.595374642813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152672.5604568785,-1649.73959653,462669.22629866604,230518.16733475,118308.44945944147,-189830.4332651421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620015.6702311854,2210.8417601588,295006.807856765,43112.439341738354,31607.467242333238,-220640.93188024632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151296.62432074902,9951.1970106737,271445.93799443083,104467.90528081823,385343.5775757503,-213352.8626281917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557855.7552334813,8530.4013567948,-81053.15221338323,191494.11111522664,33793.44525640364,-122212.4944808706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30552.31103417123,-10823.2793767922,133759.45057925791,149826.20779133856,-13703.512333207487,-170246.71972515812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88812.14693543868,6506.79926469,537628.0432714324,303194.37582951336,611947.5914086255,379694.39220035775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838971.201974619,-2611.1534774866,-97783.70761363686,333862.83993248106,-42173.20277439921,-73852.94814302225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117441.82792393613,-9796.87352086829,-462135.708297982,175952.54299292903,-241793.83224409603,-132289.65366574522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-670063.5247357625,10916.8829244569,360710.16060033126,616142.3236469099,715291.3723447784,340753.3252461936,0,0,0,0,0,0,0,0,0,0,0,0,0,-138415.48875,1905398.57601267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Income tax,Local,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2911306990051123,116.70461927751703,108.26529328951858,42.28138256999541,103.2577533639639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.8001792,66.00617943781013,32270.125037253805,33938.585313716096,8928.162181088335,31439.32659058395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106642.20530208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-106.35696755213989,-68267.65639404613,-56792.749752047304,-10306.385663522131,-47898.41690203228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-183371.5656792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4547570136354797,405.66831901056946,404.0866255145014,25.072950259060413,377.3141930695041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208.68733084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Supplementary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of FTE,,0,80.36674,54.9662166666666,7.39033333333333,72.46412,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9869066666666,252.17431666666647,0,89.8203,55.9113799999999,7.4268,74.9343799999999,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0312966666666,264.1241566666664,0,99.5390433333333,55.5713466666666,7.59536666666666,75.5452966666666,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8638833333333,277.11493666666644,0,112.89366,58.7682666666666,7.62843666666666,68.9062766666666,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4333666666666,289.6300066666665,0,108.231239999999,59.52614,8.10901666666666,67.1550833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,45.41518,288.43665999999894,0,105.9023,62.9834766666666,6.16052333333333,71.3741933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0511399999999,290.4716333333331,0,105.494823333333,61.0769133333333,6.20029666666666,70.12705,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4577733333333,287.35685666666626,0,106.471406666666,57.9120033333333,6.25814666666666,69.2990433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4035333333333,283.34413333333254,0,102.49613,58.9298499999999,5.43478666666666,66.2793466666666,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8398066666666,274.97991999999977,0,109.551556666666,58.1967533333333,5.19293333333333,64.4401866666666,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0711766666666,277.4526066666658,0,112.892083333333,60.88175,4.77816666666666,64.1251466666666,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2634233333333,284.9405699999996,0,107.743953333333,58.8555066666666,4.62688666666666,56.7719566666666,0,0,0,0,0,0,0,0,0,0,0,0,0,42.06014,270.05844333333283
,FTE Allocation (incl. Corp),,0,0.31869518300799754,0.21796913100917814,0.029306447345715032,0.28735725730462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1466719813324895,1.0000000000000002,0,0.3400684781489194,0.21168597641965006,0.028118594276754748,0.28370892290086747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13641802825380833,1,0,0.3591976835700702,0.20053537111755101,0.027408723463372555,0.27261358617250525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14024463567650106,1,0,0.3897857866982984,0.2029080734521498,0.0263385577843327,0.23791138722021452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14305619484500454,1,0,0.3752339941809041,0.20637508422126444,0.028113682451692133,0.2328243689041939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15745287024194554,1,0,0.3645874083631118,0.21683176406554436,0.021208691749475487,0.2457182910230248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15165384479884358,1,0,0.36712130191383224,0.21254726280703465,0.02157699224090205,0.2440416797896259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15471276324860514,1,0,0.37576711193596724,0.20438751511118916,0.022086734576235015,0.24457553617956268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15318310219704598,1,0,0.3727404168275272,0.21430601187170303,0.019764303759586026,0.24103340588166094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15215586165952275,0.9999999999999999,0,0.3948478191746898,0.20975385321663756,0.018716469799010284,0.23225655523966893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14442530256999347,1,0,0.3961951902227653,0.21366473015759072,0.01676899385253096,0.225047442934036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14832364283307695,0.9999999999999999,0,0.3989653202597512,0.21793618425779532,0.01713290874951723,0.21022100240944155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1557445843234948,1
,FTE Allocation (excl. Corp),,0,0.3734732436251732,0.25543416627704485,0.03434370688012525,0.3367488832176568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17188229862828228,1.1718822986282822,0,0.3937883018346128,0.24512551598502447,0.032560422978606195,0.32852575920175653,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9999999999999999,0,0.4177905698241336,0.23324701355640026,0.031879677174144985,0.3170827394453212,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.4548557144045143,0.23678107272792503,0.030735455027379354,0.2776277578401812,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.4453566820513128,0.244941887441391,0.033367489436187676,0.27633394107110854,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.4297625516752207,0.25559350123314944,0.025000044639144462,0.2896439024524854,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.43431544444554926,0.25144974816358945,0.0255262250543693,0.28870858233649205,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.44374068693112523,0.24135975042712027,0.02608206642255075,0.28881749621920394,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.4396331825294074,0.2527658117577762,0.023311246567407507,0.28428975914540877,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9999999999999998,0,0.46150011256847834,0.2451613562751454,0.021875903828422243,0.27146262732795406,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.4651945388512336,0.2508754979043217,0.01968939693044026,0.26424056631400433,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.9999999999999998,0,0.4725647154304112,0.2581401080894011,0.020293513587696158,0.24900166289249165,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GP,,8200.02195033,973071.472724209,1249141.116663818,399876.2682232459,887481.52400499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517770.4035665933,2593.37463644999,1039597.68112792,964420.676295379,376639.995458326,919813.813885049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3303065.5414031236,2733.31412877999,1336305.01648603,1405395.9120022492,369714.95762151247,1301901.67498388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416050.875222452,-1649.73959653,1420058.86560091,1207106.568283369,217908.82680548512,978777.43545974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822201.956552974,2210.8417601588,1419079.43689856,1180550.6091034492,214238.7879764088,995664.15599989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3811743.831738467,9951.1970106737,1428240.52813279,1181603.664731369,479091.7232659579,1220857.72720688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4319744.840347671,8530.4013567948,1046973.57773668,1314773.684065769,130732.3278915881,1179652.737613401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680662.728664233,-10823.2793767922,1270903.14416779,1265947.91561515,78550.1105817737,1182073.560688064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3786651.4516759855,6506.79926469,1714553.14756123,1267934.881210269,772218.341546608,1995546.1510254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5756759.320608197,-2611.1534774866,1039924.54421401,1283851.4693044291,23533.57507993705,1282023.9674902488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626722.4026111383,-9796.87352086829,821051.558752134,1259416.460869329,-17995.89433350403,1459925.93047747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512601.1822445607,10916.8829244569,1500954.054041,1615311.0478226,776699.50602218,2038217.6005446292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5942099.091354866
,GP Allocation,,0.0023310281825147457,0.2766159700865162,0.35509455517544297,0.11367321409544517,0.2522852324600807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999998,0.0007851417430089319,0.3147372245863171,0.2919774567614842,0.11402740597703413,0.2784727709321557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0006189498730904687,0.30260181647447976,0.3182472194529359,0.08372071972628455,0.2948112944732093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0004316202061750306,0.3715289986616982,0.3158144394264268,0.05701133254664666,0.2560768495714035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000000000000002,0.0005800079590213373,0.3722913972031913,0.30971404722258616,0.05620492809420994,0.2612096195209912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0023036538912499255,0.3306307619821914,0.2735355231389705,0.11090741258397999,0.2826226484036081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999999998,0.002317626467201631,0.2844524627543481,0.3572111277207189,0.03551869256410592,0.32050009049362543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.002858271883460987,0.3356271788905429,0.3343185745429083,0.020743950581194142,0.3121685678688156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0011302885707583415,0.2978330432233684,0.22025150099141416,0.13414115451764688,0.3466440126968123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0007199761072440071,0.28673949334123106,0.3539977221251045,0.006488937521932624,0.35349382311897587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0027890651436289914,0.23374460012778336,0.3585424007813375,-0.005123238705398547,0.4156253029399067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018372098405999029,0.25259660449364296,0.271841822727714,0.130711301525112,0.3430130614129312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GP per FTE,,0,12107.887824294094,22725.615703897267,54108.01518513997,12247.18555893579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13949.756858929115,0,11574.195155526311,17249.0944830083,50713.6311006525,12274.923925240326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12505.730574169722,0,13424.933289855448,25289.93800406224,48676.38046284965,17233.39152043237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15935.80962593291,0,12578.729980061857,20540.10840799633,28565.332102403503,14204.474291864088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13196.84379578779,0,13111.551127923629,19832.473751925612,26419.823362439216,14826.340860270799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13215.185031398161,0,13486.397633788785,18760.534147469843,77768.02348490276,17105.030126297945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14871.486040740207,0,9924.407138239832,21526.524709758356,21084.850438595393,16821.650669939787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12808.682456231762,0,11936.567609617987,21859.8536184033,12551.65702653828,17057.574012994763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13364.142772708416,0,16727.979364306048,21516.003879362852,142088.06875215136,30108.114388354494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20935.19890691728,0,9492.558352029651,22060.534235491086,4531.846178127404,19894.78978578766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071.502359205862,0,7272.888713797938,20686.27233726575,-3766.2759775724417,22766.82403654237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12327.487034382524,0,13930.749778573852,27445.36814492241,167866.55087485342,35901.83816478109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22003.011711137427
